Trend = -89.50 degrees from North in Clockwise direction Plunge = 0.98degrees  A=  9° |   N
Trend = 31.95 degrees from North in Clockwise direction Plunge = 69.46degrees  A= 10° |   N
Trend = 0.12 degrees from North in Clockwise direction Plunge = 71.39degrees  A= 13° |   N
Trend = 0.86 degrees from North in Clockwise direction Plunge = 69.17degrees  A= 12° |   N
Trend = 6.84 degrees from North in Clockwise direction Plunge = 70.89degrees  A= 12° |   N
Trend = 6.77 degrees from North in Clockwise direction Plunge = 66.84degrees  A= 11° |   N
Trend = 4.83 degrees from North in Clockwise direction Plunge = 69.05degrees  A= 12° |   N
Trend = 8.43 degrees from North in Clockwise direction Plunge = 68.19degrees  A= 12° |   N
Trend = 5.43 degrees from North in Clockwise direction Plunge = 67.88degrees  A= 11° |   N
Trend = 7.29 degrees from North in Clockwise direction Plunge = 68.64degrees  A= 12° |   N
Trend = 5.51 degrees from North in Clockwise direction Plunge = 69.35degrees  A= 11° |   N
Trend = 5.77 degrees from North in Clockwise direction Plunge = 68.16degrees  A= 12° |   N
Trend = 8.29 degrees from North in Clockwise direction Plunge = 69.21degrees  A= 11° |   N
Trend = 7.08 degrees from North in Clockwise direction Plunge = 68.86degrees  A= 11° |   N
Trend = 7.87 degrees from North in Clockwise direction Plunge = 68.53degrees  A= 12° |   N
Trend = 7.97 degrees from North in Clockwise direction Plunge = 68.58degrees  A= 12° |   N
Trend = 3.95 degrees from North in Clockwise direction Plunge = 68.56degrees  A= 11° |   N
Trend = 6.25 degrees from North in Clockwise direction Plunge = 67.55degrees  A= 11° |   N
Trend = 5.33 degrees from North in Clockwise direction Plunge = 68.08degrees  A= 11° |   N
Trend = 7.07 degrees from North in Clockwise direction Plunge = 67.88degrees  A= 12° |   N
Trend = 5.66 degrees from North in Clockwise direction Plunge = 68.24degrees  A= 11° |   N
Trend = 4.25 degrees from North in Clockwise direction Plunge = 67.80degrees  A= 12° |   N
Trend = 8.37 degrees from North in Clockwise direction Plunge = 70.35degrees  A= 12° |   N
Trend = 8.88 degrees from North in Clockwise direction Plunge = 70.11degrees  A= 11° |   N
Trend = 12.01 degrees from North in Clockwise direction Plunge = 68.55degrees  A= 11° |   N
Trend = 33.71 degrees from North in Clockwise direction Plunge = 78.94degrees  A= 11° |   N
Trend = 34.91 degrees from North in Clockwise direction Plunge = 78.54degrees  A= 10° |   N
Trend = 57.75 degrees from North in Clockwise direction Plunge = 81.92degrees  A= 10° |   N
Trend = -74.68 degrees from North in Clockwise direction Plunge = 82.91degrees  A= 13° |   N
Trend = -82.56 degrees from North in Clockwise direction Plunge = 82.47degrees  A= 12° |   N
Trend = 55.31 degrees from North in Clockwise direction Plunge = 83.11degrees  A= 11° |   N
Trend = -7.07 degrees from North in Clockwise direction Plunge = 62.50degrees  A= 10° |   N
Trend = 20.53 degrees from North in Clockwise direction Plunge = 68.61degrees  A= 11° |   N
Trend = 9.41 degrees from North in Clockwise direction Plunge = 69.09degrees  A= 12° |   N
Trend = 14.24 degrees from North in Clockwise direction Plunge = 71.29degrees  A= 12° |   N
Trend = -24.66 degrees from North in Clockwise direction Plunge = 68.47degrees  A= 12° |   N
Trend = -11.26 degrees from North in Clockwise direction Plunge = 73.86degrees  A= 12° |   N
Trend = -4.60 degrees from North in Clockwise direction Plunge = 71.31degrees  A=  9° |   N
Trend = -42.30 degrees from North in Clockwise direction Plunge = 70.72degrees  A= 13° |   N
Trend = -23.90 degrees from North in Clockwise direction Plunge = 57.92degrees  A=  5° |   N
Trend = -61.59 degrees from North in Clockwise direction Plunge = 39.29degrees  A= 11° |   N
Trend = -14.92 degrees from North in Clockwise direction Plunge = 72.58degrees  A=  6° |   N
Trend = 21.38 degrees from North in Clockwise direction Plunge = 69.83degrees  A=  5° |   N
Trend = -48.08 degrees from North in Clockwise direction Plunge = 70.95degrees  A=  9° |   N
Trend = -14.03 degrees from North in Clockwise direction Plunge = 68.43degrees  A=  6° |   N
Trend = 2.68 degrees from North in Clockwise direction Plunge = 75.80degrees  A= 13° |   N
Trend = 20.88 degrees from North in Clockwise direction Plunge = 76.79degrees  A= 21° |   N
Trend = 32.01 degrees from North in Clockwise direction Plunge = 57.07degrees  A= 15° |   N
Trend = 35.86 degrees from North in Clockwise direction Plunge = 48.62degrees  A= 12° |   N
Trend = 10.39 degrees from North in Clockwise direction Plunge = 67.91degrees  A= 16° |   N
Trend = 0.02 degrees from North in Clockwise direction Plunge = 69.37degrees  A= 20° |   N
Trend = 6.49 degrees from North in Clockwise direction Plunge = 70.73degrees  A= 20° |   N
Trend = 11.54 degrees from North in Clockwise direction Plunge = 70.95degrees  A= 15° |   N
Trend = 10.97 degrees from North in Clockwise direction Plunge = 69.57degrees  A= 16° |   N
Trend = 20.13 degrees from North in Clockwise direction Plunge = 72.60degrees  A= 19° |   N
Trend = -6.29 degrees from North in Clockwise direction Plunge = 70.21degrees  A= 20° |   N
Trend = 2.65 degrees from North in Clockwise direction Plunge = 70.49degrees  A= 20° |   N
Trend = -1.04 degrees from North in Clockwise direction Plunge = 72.95degrees  A=358° | NNW
Trend = 3.56 degrees from North in Clockwise direction Plunge = 72.55degrees  A=  5° |   N
Trend = 9.79 degrees from North in Clockwise direction Plunge = 71.04degrees  A=  5° |   N
Trend = 14.78 degrees from North in Clockwise direction Plunge = 72.41degrees  A=  5° |   N
Trend = 13.51 degrees from North in Clockwise direction Plunge = 72.96degrees  A=  5° |   N
Trend = 14.71 degrees from North in Clockwise direction Plunge = 72.24degrees  A=  5° |   N
Trend = 14.31 degrees from North in Clockwise direction Plunge = 71.65degrees  A=  5° |   N
Trend = 11.89 degrees from North in Clockwise direction Plunge = 71.00degrees  A=  5° |   N
Trend = 17.60 degrees from North in Clockwise direction Plunge = 70.72degrees  A=  4° |   N
Trend = 9.59 degrees from North in Clockwise direction Plunge = 71.99degrees  A=  5° |   N
Trend = 11.23 degrees from North in Clockwise direction Plunge = 73.64degrees  A=  4° |   N
Trend = 0.83 degrees from North in Clockwise direction Plunge = 71.15degrees  A=  4° |   N
Trend = 17.26 degrees from North in Clockwise direction Plunge = 69.20degrees  A=  4° |   N
Trend = 10.17 degrees from North in Clockwise direction Plunge = 70.34degrees  A=  3° |   N
Trend = 11.29 degrees from North in Clockwise direction Plunge = 71.68degrees  A=  3° |   N
Trend = 6.04 degrees from North in Clockwise direction Plunge = 69.19degrees  A=  3° |   N
Trend = 8.18 degrees from North in Clockwise direction Plunge = 71.15degrees  A=  4° |   N
Trend = 4.61 degrees from North in Clockwise direction Plunge = 71.72degrees  A=  4° |   N
Trend = 2.15 degrees from North in Clockwise direction Plunge = 70.53degrees  A=  5° |   N
Trend = 8.66 degrees from North in Clockwise direction Plunge = 70.73degrees  A=  4° |   N
Trend = 11.82 degrees from North in Clockwise direction Plunge = 72.34degrees  A=  5° |   N
Trend = 4.85 degrees from North in Clockwise direction Plunge = 68.77degrees  A=359° | NNW
Trend = 6.12 degrees from North in Clockwise direction Plunge = 70.93degrees  A=  0° |   N
Trend = 3.92 degrees from North in Clockwise direction Plunge = 72.10degrees  A=  0° |   N
Trend = -12.74 degrees from North in Clockwise direction Plunge = 67.25degrees  A=  0° |   N
Trend = 5.16 degrees from North in Clockwise direction Plunge = 71.16degrees  A=357° | NNW
Trend = 29.67 degrees from North in Clockwise direction Plunge = 76.57degrees  A=  2° |   N
Trend = 27.46 degrees from North in Clockwise direction Plunge = 71.80degrees  A=  0° |   N
Trend = 3.74 degrees from North in Clockwise direction Plunge = 76.64degrees  A=  5° |   N
Trend = 4.09 degrees from North in Clockwise direction Plunge = 76.38degrees  A=  3° |   N
Trend = 3.07 degrees from North in Clockwise direction Plunge = 67.04degrees  A= 20° |   N
Trend = 11.04 degrees from North in Clockwise direction Plunge = 72.42degrees  A= 53° |  NE
Trend = 17.56 degrees from North in Clockwise direction Plunge = 68.30degrees  A= 50° |  NE
Trend = 11.62 degrees from North in Clockwise direction Plunge = 68.65degrees  A= 50° |  NE
Trend = 11.90 degrees from North in Clockwise direction Plunge = 68.93degrees  A= 49° |  NE
Trend = 7.68 degrees from North in Clockwise direction Plunge = 68.31degrees  A= 35° | NNE
Trend = 13.98 degrees from North in Clockwise direction Plunge = 67.02degrees  A= 33° | NNE
Trend = 13.81 degrees from North in Clockwise direction Plunge = 67.91degrees  A= 34° | NNE
Trend = 10.87 degrees from North in Clockwise direction Plunge = 73.47degrees  A= 38° | NNE
Trend = 19.50 degrees from North in Clockwise direction Plunge = 71.93degrees  A= 36° | NNE
Trend = 8.98 degrees from North in Clockwise direction Plunge = 69.23degrees  A= 41° | NNE
Trend = 15.09 degrees from North in Clockwise direction Plunge = 70.50degrees  A= 45° |  NE
Trend = 14.15 degrees from North in Clockwise direction Plunge = 69.53degrees  A= 45° |  NE
Trend = 11.82 degrees from North in Clockwise direction Plunge = 70.29degrees  A= 44° | NNE
Trend = 14.70 degrees from North in Clockwise direction Plunge = 73.26degrees  A= 43° | NNE
Trend = 11.47 degrees from North in Clockwise direction Plunge = 67.53degrees  A= 41° | NNE
Trend = 14.55 degrees from North in Clockwise direction Plunge = 70.56degrees  A= 40° | NNE
Trend = 14.65 degrees from North in Clockwise direction Plunge = 68.99degrees  A= 41° | NNE
Trend = 9.82 degrees from North in Clockwise direction Plunge = 71.24degrees  A= 41° | NNE
Trend = 22.69 degrees from North in Clockwise direction Plunge = 68.95degrees  A= 34° | NNE
Trend = 8.59 degrees from North in Clockwise direction Plunge = 70.90degrees  A= 37° | NNE
Trend = 6.89 degrees from North in Clockwise direction Plunge = 72.52degrees  A= 37° | NNE
Trend = 5.30 degrees from North in Clockwise direction Plunge = 70.79degrees  A= 34° | NNE
Trend = 9.49 degrees from North in Clockwise direction Plunge = 72.92degrees  A= 35° | NNE
Trend = 6.69 degrees from North in Clockwise direction Plunge = 72.02degrees  A= 36° | NNE
Trend = 7.02 degrees from North in Clockwise direction Plunge = 76.07degrees  A= 38° | NNE
Trend = 10.64 degrees from North in Clockwise direction Plunge = 73.55degrees  A= 38° | NNE
Trend = 17.09 degrees from North in Clockwise direction Plunge = 72.15degrees  A= 28° | NNE
Trend = 23.35 degrees from North in Clockwise direction Plunge = 71.94degrees  A= 23° | NNE
Trend = 23.41 degrees from North in Clockwise direction Plunge = 70.79degrees  A= 24° | NNE
Trend = 20.68 degrees from North in Clockwise direction Plunge = 72.13degrees  A= 23° | NNE
Trend = 18.13 degrees from North in Clockwise direction Plunge = 71.22degrees  A= 24° | NNE
Trend = 13.92 degrees from North in Clockwise direction Plunge = 72.89degrees  A= 25° | NNE
Trend = 21.48 degrees from North in Clockwise direction Plunge = 70.63degrees  A= 23° | NNE
Trend = 19.11 degrees from North in Clockwise direction Plunge = 72.89degrees  A= 22° |   N
Trend = 18.84 degrees from North in Clockwise direction Plunge = 72.23degrees  A= 24° | NNE
Trend = 18.76 degrees from North in Clockwise direction Plunge = 72.31degrees  A= 23° | NNE
Trend = 20.74 degrees from North in Clockwise direction Plunge = 72.51degrees  A= 24° | NNE
Trend = 23.86 degrees from North in Clockwise direction Plunge = 76.37degrees  A= 20° |   N
Trend = 22.26 degrees from North in Clockwise direction Plunge = 67.71degrees  A= 21° |   N
Trend = 23.22 degrees from North in Clockwise direction Plunge = 69.63degrees  A= 20° |   N
Trend = 16.91 degrees from North in Clockwise direction Plunge = 69.94degrees  A= 19° |   N
Trend = 12.25 degrees from North in Clockwise direction Plunge = 71.51degrees  A= 20° |   N
Trend = 17.62 degrees from North in Clockwise direction Plunge = 71.95degrees  A= 19° |   N
Trend = 15.74 degrees from North in Clockwise direction Plunge = 70.58degrees  A= 19° |   N
Trend = 19.20 degrees from North in Clockwise direction Plunge = 73.79degrees  A= 22° |   N
Trend = 17.18 degrees from North in Clockwise direction Plunge = 72.81degrees  A= 23° | NNE
Trend = 17.29 degrees from North in Clockwise direction Plunge = 75.61degrees  A= 23° | NNE
Trend = 20.86 degrees from North in Clockwise direction Plunge = 75.63degrees  A= 24° | NNE
Trend = 23.93 degrees from North in Clockwise direction Plunge = 73.56degrees  A= 25° | NNE
Trend = 13.87 degrees from North in Clockwise direction Plunge = 72.67degrees  A= 23° | NNE
Trend = 21.08 degrees from North in Clockwise direction Plunge = 73.05degrees  A= 22° |   N
Trend = 19.22 degrees from North in Clockwise direction Plunge = 73.49degrees  A= 21° |   N
Trend = 9.34 degrees from North in Clockwise direction Plunge = 74.90degrees  A= 22° |   N
Trend = 16.72 degrees from North in Clockwise direction Plunge = 73.83degrees  A= 23° | NNE
Trend = 17.71 degrees from North in Clockwise direction Plunge = 72.52degrees  A= 22° |   N
Trend = 16.84 degrees from North in Clockwise direction Plunge = 72.60degrees  A= 22° |   N
Trend = 13.68 degrees from North in Clockwise direction Plunge = 72.40degrees  A= 21° |   N
Trend = 17.83 degrees from North in Clockwise direction Plunge = 72.30degrees  A= 21° |   N
Trend = 19.75 degrees from North in Clockwise direction Plunge = 71.35degrees  A= 20° |   N
Trend = 18.25 degrees from North in Clockwise direction Plunge = 73.80degrees  A= 21° |   N
Trend = 18.21 degrees from North in Clockwise direction Plunge = 72.96degrees  A= 21° |   N
Trend = 16.74 degrees from North in Clockwise direction Plunge = 71.06degrees  A= 21° |   N
Trend = 8.14 degrees from North in Clockwise direction Plunge = 72.87degrees  A= 22° |   N
Trend = 16.12 degrees from North in Clockwise direction Plunge = 64.64degrees  A= 14° |   N
Trend = 10.61 degrees from North in Clockwise direction Plunge = 70.32degrees  A= 14° |   N
Trend = 13.07 degrees from North in Clockwise direction Plunge = 65.92degrees  A= 10° |   N
Trend = 8.64 degrees from North in Clockwise direction Plunge = 61.16degrees  A=  6° |   N
Trend = -10.65 degrees from North in Clockwise direction Plunge = 68.67degrees  A= 21° |   N
Trend = 30.14 degrees from North in Clockwise direction Plunge = 59.02degrees  A=  1° |   N
Trend = 25.86 degrees from North in Clockwise direction Plunge = 61.48degrees  A=  2° |   N
Trend = 27.27 degrees from North in Clockwise direction Plunge = 61.19degrees  A=  1° |   N
Trend = 41.07 degrees from North in Clockwise direction Plunge = 45.39degrees  A=337° |  NW
Trend = 35.64 degrees from North in Clockwise direction Plunge = 53.38degrees  A=338° | NNW
Trend = 76.79 degrees from North in Clockwise direction Plunge = 6.09degrees  A=314° | WNW
Trend = -80.49 degrees from North in Clockwise direction Plunge = 4.30degrees  A=336° |  NW
Trend = -86.58 degrees from North in Clockwise direction Plunge = 0.62degrees  A=329° |  NW
Trend = -85.98 degrees from North in Clockwise direction Plunge = 1.02degrees  A=320° |  NW
Trend = -88.00 degrees from North in Clockwise direction Plunge = 0.29degrees  A=322° |  NW
Trend = -88.85 degrees from North in Clockwise direction Plunge = 0.09degrees  A=318° |  NW
Trend = -87.86 degrees from North in Clockwise direction Plunge = 0.27degrees  A=322° |  NW
Trend = -88.41 degrees from North in Clockwise direction Plunge = 0.20degrees  A=324° |  NW
Trend = -88.43 degrees from North in Clockwise direction Plunge = 0.22degrees  A=323° |  NW
Trend = -86.46 degrees from North in Clockwise direction Plunge = 6.68degrees  A=332° |  NW
Trend = -84.88 degrees from North in Clockwise direction Plunge = 7.34degrees  A=333° |  NW
Trend = -86.13 degrees from North in Clockwise direction Plunge = 10.61degrees  A=336° |  NW
Trend = -85.90 degrees from North in Clockwise direction Plunge = 11.63degrees  A=335° |  NW
Trend = -85.77 degrees from North in Clockwise direction Plunge = 13.17degrees  A=338° | NNW
Trend = -85.85 degrees from North in Clockwise direction Plunge = 10.66degrees  A=336° |  NW
Trend = 49.55 degrees from North in Clockwise direction Plunge = 25.70degrees  A=337° |  NW
Trend = 22.07 degrees from North in Clockwise direction Plunge = 72.99degrees  A=  4° |   N
Trend = 16.42 degrees from North in Clockwise direction Plunge = 77.36degrees  A=  6° |   N
Trend = 24.39 degrees from North in Clockwise direction Plunge = 75.19degrees  A=  6° |   N
Trend = 17.02 degrees from North in Clockwise direction Plunge = 76.54degrees  A=  5° |   N
Trend = 22.26 degrees from North in Clockwise direction Plunge = 75.59degrees  A=  6° |   N
Trend = -9.89 degrees from North in Clockwise direction Plunge = 76.64degrees  A=  8° |   N
Trend = -15.84 degrees from North in Clockwise direction Plunge = 82.91degrees  A= 14° |   N
Trend = -47.76 degrees from North in Clockwise direction Plunge = 84.11degrees  A= 18° |   N
Trend = -87.52 degrees from North in Clockwise direction Plunge = 83.38degrees  A= 20° |   N
Trend = 84.84 degrees from North in Clockwise direction Plunge = 83.61degrees  A= 21° |   N
Trend = 70.54 degrees from North in Clockwise direction Plunge = 78.14degrees  A= 23° | NNE
Trend = 68.57 degrees from North in Clockwise direction Plunge = 77.18degrees  A= 25° | NNE
Trend = 59.81 degrees from North in Clockwise direction Plunge = 83.94degrees  A= 23° | NNE
Trend = 63.27 degrees from North in Clockwise direction Plunge = 83.44degrees  A= 21° |   N
Trend = 62.95 degrees from North in Clockwise direction Plunge = 85.08degrees  A= 22° |   N
Trend = 61.52 degrees from North in Clockwise direction Plunge = 83.96degrees  A= 22° |   N
Trend = 46.49 degrees from North in Clockwise direction Plunge = 81.51degrees  A= 24° | NNE
Trend = 48.23 degrees from North in Clockwise direction Plunge = 79.63degrees  A= 24° | NNE
Trend = 49.20 degrees from North in Clockwise direction Plunge = 78.18degrees  A= 25° | NNE
Trend = 40.86 degrees from North in Clockwise direction Plunge = 81.63degrees  A= 23° | NNE
Trend = 65.32 degrees from North in Clockwise direction Plunge = 86.50degrees  A= 21° |   N
Trend = 66.60 degrees from North in Clockwise direction Plunge = 84.89degrees  A= 21° |   N
Trend = 70.78 degrees from North in Clockwise direction Plunge = 85.20degrees  A= 21° |   N
Trend = 70.92 degrees from North in Clockwise direction Plunge = 86.21degrees  A= 20° |   N
Trend = 40.70 degrees from North in Clockwise direction Plunge = 82.51degrees  A= 23° | NNE
Trend = 53.14 degrees from North in Clockwise direction Plunge = 84.59degrees  A= 22° |   N
Trend = 53.05 degrees from North in Clockwise direction Plunge = 85.05degrees  A= 21° |   N
Trend = 63.98 degrees from North in Clockwise direction Plunge = 82.34degrees  A= 22° |   N
Trend = -85.74 degrees from North in Clockwise direction Plunge = 86.35degrees  A= 19° |   N
Trend = -18.92 degrees from North in Clockwise direction Plunge = 86.75degrees  A= 17° |   N
Trend = -66.19 degrees from North in Clockwise direction Plunge = 87.82degrees  A= 19° |   N
Trend = -67.69 degrees from North in Clockwise direction Plunge = 87.07degrees  A= 18° |   N
Trend = -58.83 degrees from North in Clockwise direction Plunge = 87.93degrees  A= 19° |   N
Trend = 76.17 degrees from North in Clockwise direction Plunge = 85.90degrees  A= 20° |   N
Trend = 86.18 degrees from North in Clockwise direction Plunge = 86.55degrees  A= 20° |   N
Trend = 53.16 degrees from North in Clockwise direction Plunge = 83.77degrees  A= 21° |   N
Trend = 53.05 degrees from North in Clockwise direction Plunge = 83.51degrees  A= 22° |   N
Trend = 55.74 degrees from North in Clockwise direction Plunge = 77.58degrees  A= 25° | NNE
Trend = 47.85 degrees from North in Clockwise direction Plunge = 74.79degrees  A= 27° | NNE
Trend = 13.61 degrees from North in Clockwise direction Plunge = 79.70degrees  A= 12° |   N
Trend = 34.31 degrees from North in Clockwise direction Plunge = 68.14degrees  A=  1° |   N
Trend = 16.48 degrees from North in Clockwise direction Plunge = 70.26degrees  A=  2° |   N
Trend = 12.91 degrees from North in Clockwise direction Plunge = 70.75degrees  A=  3° |   N
Trend = 16.17 degrees from North in Clockwise direction Plunge = 68.87degrees  A=  3° |   N
Trend = 12.77 degrees from North in Clockwise direction Plunge = 72.74degrees  A=  4° |   N
Trend = 8.85 degrees from North in Clockwise direction Plunge = 74.03degrees  A=  4° |   N
Trend = 3.18 degrees from North in Clockwise direction Plunge = 72.32degrees  A=  6° |   N
Trend = 17.24 degrees from North in Clockwise direction Plunge = 71.65degrees  A=  5° |   N
Trend = 14.58 degrees from North in Clockwise direction Plunge = 73.03degrees  A=  4° |   N
Trend = 16.31 degrees from North in Clockwise direction Plunge = 72.89degrees  A=  5° |   N
Trend = 18.36 degrees from North in Clockwise direction Plunge = 72.18degrees  A=  3° |   N
Trend = 15.70 degrees from North in Clockwise direction Plunge = 72.26degrees  A=  4° |   N
Trend = 15.96 degrees from North in Clockwise direction Plunge = 72.25degrees  A=  4° |   N
Trend = 18.24 degrees from North in Clockwise direction Plunge = 72.55degrees  A=  4° |   N
Trend = 15.97 degrees from North in Clockwise direction Plunge = 73.22degrees  A=  4° |   N
Trend = 15.24 degrees from North in Clockwise direction Plunge = 72.19degrees  A=  4° |   N
Trend = 15.13 degrees from North in Clockwise direction Plunge = 72.87degrees  A=  4° |   N
Trend = 14.81 degrees from North in Clockwise direction Plunge = 71.64degrees  A=  3° |   N
Trend = 14.34 degrees from North in Clockwise direction Plunge = 70.19degrees  A=  3° |   N
Trend = 11.56 degrees from North in Clockwise direction Plunge = 71.78degrees  A=  5° |   N
Trend = 6.64 degrees from North in Clockwise direction Plunge = 74.20degrees  A=  6° |   N
Trend = 4.17 degrees from North in Clockwise direction Plunge = 73.38degrees  A=  6° |   N
Trend = 12.08 degrees from North in Clockwise direction Plunge = 67.81degrees  A=  3° |   N
Trend = 82.78 degrees from North in Clockwise direction Plunge = 17.47degrees  A= 18° |   N
Trend = 72.85 degrees from North in Clockwise direction Plunge = 8.76degrees  A= 24° | NNE
Trend = 72.42 degrees from North in Clockwise direction Plunge = 9.14degrees  A= 24° | NNE
Trend = 72.55 degrees from North in Clockwise direction Plunge = 8.92degrees  A= 25° | NNE
Trend = 72.27 degrees from North in Clockwise direction Plunge = 9.44degrees  A= 24° | NNE
Trend = 73.03 degrees from North in Clockwise direction Plunge = 8.49degrees  A= 25° | NNE
Trend = 72.94 degrees from North in Clockwise direction Plunge = 8.75degrees  A= 24° | NNE
Trend = 72.88 degrees from North in Clockwise direction Plunge = 8.58degrees  A= 25° | NNE
Trend = 72.47 degrees from North in Clockwise direction Plunge = 8.91degrees  A= 25° | NNE
Trend = 72.85 degrees from North in Clockwise direction Plunge = 9.02degrees  A= 25° | NNE
Trend = 72.86 degrees from North in Clockwise direction Plunge = 8.78degrees  A= 25° | NNE
Trend = 72.75 degrees from North in Clockwise direction Plunge = 8.86degrees  A= 24° | NNE
Trend = 72.16 degrees from North in Clockwise direction Plunge = 9.35degrees  A= 24° | NNE
Trend = 72.70 degrees from North in Clockwise direction Plunge = 8.99degrees  A= 24° | NNE
Trend = 72.71 degrees from North in Clockwise direction Plunge = 8.79degrees  A= 24° | NNE
Trend = 72.28 degrees from North in Clockwise direction Plunge = 9.29degrees  A= 24° | NNE
Trend = 72.62 degrees from North in Clockwise direction Plunge = 9.12degrees  A= 25° | NNE
Trend = 73.09 degrees from North in Clockwise direction Plunge = 8.46degrees  A= 24° | NNE
Trend = 72.64 degrees from North in Clockwise direction Plunge = 8.72degrees  A= 24° | NNE
Trend = 72.68 degrees from North in Clockwise direction Plunge = 8.75degrees  A= 25° | NNE
Trend = 72.45 degrees from North in Clockwise direction Plunge = 8.95degrees  A= 25° | NNE
Trend = 72.67 degrees from North in Clockwise direction Plunge = 8.69degrees  A= 24° | NNE
Trend = 72.33 degrees from North in Clockwise direction Plunge = 9.31degrees  A= 25° | NNE
Trend = 73.37 degrees from North in Clockwise direction Plunge = 7.72degrees  A= 25° | NNE
Trend = 73.16 degrees from North in Clockwise direction Plunge = 8.44degrees  A= 25° | NNE
Trend = 72.23 degrees from North in Clockwise direction Plunge = 8.99degrees  A= 25° | NNE
Trend = 72.90 degrees from North in Clockwise direction Plunge = 8.31degrees  A= 24° | NNE
Trend = 72.51 degrees from North in Clockwise direction Plunge = 8.85degrees  A= 24° | NNE
Trend = 71.73 degrees from North in Clockwise direction Plunge = 9.75degrees  A= 25° | NNE
Trend = 72.22 degrees from North in Clockwise direction Plunge = 9.12degrees  A= 25° | NNE
Trend = 72.67 degrees from North in Clockwise direction Plunge = 8.57degrees  A= 24° | NNE
Trend = 72.43 degrees from North in Clockwise direction Plunge = 9.13degrees  A= 25° | NNE
Trend = -19.21 degrees from North in Clockwise direction Plunge = 56.89degrees  A= 20° |   N
Trend = 68.19 degrees from North in Clockwise direction Plunge = 71.32degrees  A= 70° | ENE
Trend = 26.62 degrees from North in Clockwise direction Plunge = 81.21degrees  A= 70° | ENE
Trend = 0.53 degrees from North in Clockwise direction Plunge = 70.38degrees  A= 84° | ENE
Trend = 1.18 degrees from North in Clockwise direction Plunge = 76.70degrees  A= 77° | ENE
Trend = 29.64 degrees from North in Clockwise direction Plunge = 66.43degrees  A= 85° | ENE
Trend = 9.36 degrees from North in Clockwise direction Plunge = 71.66degrees  A= 83° | ENE
Trend = 11.22 degrees from North in Clockwise direction Plunge = 70.46degrees  A= 84° | ENE
Trend = 7.39 degrees from North in Clockwise direction Plunge = 70.67degrees  A= 83° | ENE
Trend = 9.98 degrees from North in Clockwise direction Plunge = 70.35degrees  A= 83° | ENE
Trend = 11.25 degrees from North in Clockwise direction Plunge = 70.39degrees  A= 83° | ENE
Trend = 9.42 degrees from North in Clockwise direction Plunge = 70.21degrees  A= 83° | ENE
Trend = 8.97 degrees from North in Clockwise direction Plunge = 70.91degrees  A= 81° | ENE
Trend = 10.91 degrees from North in Clockwise direction Plunge = 70.26degrees  A= 83° | ENE
Trend = 10.32 degrees from North in Clockwise direction Plunge = 70.62degrees  A= 83° | ENE
Trend = 8.91 degrees from North in Clockwise direction Plunge = 70.67degrees  A= 83° | ENE
Trend = 15.41 degrees from North in Clockwise direction Plunge = 70.10degrees  A= 83° | ENE
Trend = 10.98 degrees from North in Clockwise direction Plunge = 69.12degrees  A= 86° | ENE
Trend = 42.86 degrees from North in Clockwise direction Plunge = 72.58degrees  A= 95° |   E
Trend = 68.47 degrees from North in Clockwise direction Plunge = 72.78degrees  A=103° |   E
Trend = -88.53 degrees from North in Clockwise direction Plunge = 78.30degrees  A=100° |   E
Trend = -88.33 degrees from North in Clockwise direction Plunge = 78.07degrees  A=102° |   E
Trend = 85.31 degrees from North in Clockwise direction Plunge = 77.94degrees  A=102° |   E
Trend = 85.91 degrees from North in Clockwise direction Plunge = 78.74degrees  A=102° |   E
Trend = 84.27 degrees from North in Clockwise direction Plunge = 76.91degrees  A=102° |   E
Trend = 81.08 degrees from North in Clockwise direction Plunge = 77.04degrees  A=103° |   E
Trend = -83.71 degrees from North in Clockwise direction Plunge = 73.39degrees  A=106° |   E
Trend = -76.80 degrees from North in Clockwise direction Plunge = 69.41degrees  A=114° | ESE
Trend = -65.67 degrees from North in Clockwise direction Plunge = 62.74degrees  A=118° | ESE
Trend = -58.35 degrees from North in Clockwise direction Plunge = 59.00degrees  A=116° | ESE
Trend = 5.53 degrees from North in Clockwise direction Plunge = 72.72degrees  A= 88° | ENE
Trend = -1.90 degrees from North in Clockwise direction Plunge = 70.56degrees  A= 84° | ENE
Trend = 2.25 degrees from North in Clockwise direction Plunge = 69.53degrees  A= 83° | ENE
Trend = -2.88 degrees from North in Clockwise direction Plunge = 71.16degrees  A= 83° | ENE
Trend = 3.80 degrees from North in Clockwise direction Plunge = 71.88degrees  A= 83° | ENE
Trend = -34.95 degrees from North in Clockwise direction Plunge = 61.97degrees  A= 75° | ENE
Trend = -39.77 degrees from North in Clockwise direction Plunge = 52.23degrees  A= 71° | ENE
Trend = -58.78 degrees from North in Clockwise direction Plunge = 84.62degrees  A= 87° | ENE
Trend = 58.30 degrees from North in Clockwise direction Plunge = 84.65degrees  A= 89° | ENE
Trend = 40.42 degrees from North in Clockwise direction Plunge = 82.05degrees  A= 92° |   E
Trend = 33.84 degrees from North in Clockwise direction Plunge = 82.43degrees  A= 92° |   E
Trend = 35.91 degrees from North in Clockwise direction Plunge = 83.64degrees  A= 90° |   E
Trend = 87.37 degrees from North in Clockwise direction Plunge = 72.02degrees  A= 83° | ENE
